Date Time,Temp (°F) LGR S/N: 10383462 c:1,Intensity (lum/ft²) LGR S/N: 10383462 c:2,Coupler Attached LGR S/N: 10383462,Host Connected LGR S/N: 10383462,Stopped LGR S/N: 10383462,End Of File LGR S/N: 10383462
07/24/25 16:40:00,47.802,0.0,,,,
07/24/25 16:45:00,47.802,0.0,,,,
07/24/25 16:50:00,47.802,0.0,,,,
07/24/25 16:55:00,47.802,0.0,,,,
07/24/25 17:00:00,47.802,0.0,,,,
07/24/25 17:05:00,47.802,0.0,,,,
07/24/25 17:10:00,47.982,0.0,,,,
07/24/25 17:15:00,47.982,0.0,,,,
07/24/25 17:20:00,47.982,0.0,,,,
07/24/25 17:25:00,47.982,0.0,,,,
07/24/25 17:30:00,47.982,0.0,,,,
07/24/25 17:35:00,47.982,0.0,,,,
07/24/25 17:40:00,47.982,0.0,,,,
07/24/25 17:45:00,47.982,0.0,,,,
07/24/25 17:50:00,47.982,0.0,,,,
07/24/25 17:55:00,47.982,0.0,,,,
07/24/25 18:00:00,47.982,0.0,,,,
07/24/25 18:05:00,47.982,0.0,,,,
07/24/25 18:10:00,48.160,0.0,,,,
07/24/25 18:15:00,48.160,0.0,,,,
07/24/25 18:20:00,48.160,0.0,,,,
07/24/25 18:25:00,48.160,0.0,,,,
07/24/25 18:30:00,48.160,0.0,,,,
07/24/25 18:35:00,48.160,0.0,,,,
07/24/25 18:40:00,48.160,0.0,,,,
07/24/25 18:45:00,48.160,0.0,,,,
07/24/25 18:50:00,48.160,0.0,,,,
07/24/25 18:55:00,48.160,0.0,,,,
07/24/25 19:00:00,48.160,0.0,,,,
07/24/25 19:05:00,48.160,0.0,,,,
07/24/25 19:10:00,48.160,0.0,,,,
07/24/25 19:15:00,48.160,0.0,,,,
07/24/25 19:20:00,47.982,0.0,,,,
07/24/25 19:25:00,47.982,0.0,,,,
07/24/25 19:30:00,47.982,0.0,,,,
07/24/25 19:35:00,47.982,0.0,,,,
07/24/25 19:40:00,47.982,0.0,,,,
07/24/25 19:45:00,47.982,0.0,,,,
07/24/25 19:50:00,47.802,0.0,,,,
07/24/25 19:55:00,47.802,0.0,,,,
07/24/25 20:00:00,47.802,0.0,,,,
07/24/25 20:05:00,47.802,0.0,,,,
07/24/25 20:10:00,47.624,0.0,,,,
07/24/25 20:15:00,47.624,0.0,,,,
07/24/25 20:20:00,47.624,0.0,,,,
07/24/25 20:25:00,47.446,0.0,,,,
07/24/25 20:30:00,47.446,0.0,,,,
07/24/25 20:35:00,47.446,0.0,,,,
07/24/25 20:40:00,47.266,0.0,,,,
07/24/25 20:45:00,47.266,0.0,,,,
07/24/25 20:50:00,47.266,0.0,,,,
07/24/25 20:55:00,47.088,0.0,,,,
07/24/25 21:00:00,47.088,0.0,,,,
07/24/25 21:05:00,47.088,0.0,,,,
07/24/25 21:10:00,46.908,0.0,,,,
07/24/25 21:15:00,46.908,0.0,,,,
07/24/25 21:20:00,46.908,0.0,,,,
07/24/25 21:25:00,46.908,0.0,,,,
07/24/25 21:30:00,46.728,0.0,,,,
07/24/25 21:35:00,46.728,0.0,,,,
07/24/25 21:40:00,46.728,0.0,,,,
07/24/25 21:45:00,46.728,0.0,,,,
07/24/25 21:50:00,46.548,0.0,,,,
07/24/25 21:55:00,46.548,0.0,,,,
07/24/25 22:00:00,46.548,0.0,,,,
07/24/25 22:05:00,46.548,0.0,,,,
07/24/25 22:10:00,46.548,0.0,,,,
07/24/25 22:15:00,46.369,0.0,,,,
07/24/25 22:20:00,46.369,0.0,,,,
07/24/25 22:25:00,46.369,0.0,,,,
07/24/25 22:30:00,46.369,0.0,,,,
07/24/25 22:35:00,46.369,0.0,,,,
07/24/25 22:40:00,46.188,0.0,,,,
07/24/25 22:45:00,46.188,0.0,,,,
07/24/25 22:50:00,46.188,0.0,,,,
07/24/25 22:55:00,46.188,0.0,,,,
07/24/25 23:00:00,46.188,0.0,,,,
07/24/25 23:05:00,46.008,0.0,,,,
07/24/25 23:10:00,46.008,0.0,,,,
07/24/25 23:15:00,46.008,0.0,,,,
07/24/25 23:20:00,46.008,0.0,,,,
07/24/25 23:25:00,46.008,0.0,,,,
07/24/25 23:30:00,46.008,0.0,,,,
07/24/25 23:35:00,45.828,0.0,,,,
07/24/25 23:40:00,45.828,0.0,,,,
07/24/25 23:45:00,45.828,0.0,,,,
07/24/25 23:50:00,45.828,0.0,,,,
07/24/25 23:55:00,45.828,0.0,,,,
07/25/25 00:00:00,45.648,0.0,,,,
07/25/25 00:05:00,45.648,0.0,,,,
07/25/25 00:10:00,45.648,0.0,,,,
07/25/25 00:15:00,45.648,0.0,,,,
07/25/25 00:20:00,45.648,0.0,,,,
07/25/25 00:25:00,45.648,0.0,,,,
07/25/25 00:30:00,45.466,0.0,,,,
07/25/25 00:35:00,45.466,0.0,,,,
07/25/25 00:40:00,45.466,0.0,,,,
07/25/25 00:45:00,45.466,0.0,,,,
07/25/25 00:50:00,45.466,0.0,,,,
07/25/25 00:55:00,45.466,0.0,,,,
07/25/25 01:00:00,45.286,0.0,,,,
07/25/25 01:05:00,45.286,0.0,,,,
07/25/25 01:10:00,45.286,0.0,,,,
07/25/25 01:15:00,45.286,0.0,,,,
07/25/25 01:20:00,45.286,0.0,,,,
07/25/25 01:25:00,45.104,0.0,,,,
07/25/25 01:30:00,45.104,0.0,,,,
07/25/25 01:35:00,45.104,0.0,,,,
07/25/25 01:40:00,45.104,0.0,,,,
07/25/25 01:45:00,44.922,0.0,,,,
07/25/25 01:50:00,44.922,0.0,,,,
07/25/25 01:55:00,44.922,0.0,,,,
07/25/25 02:00:00,44.922,0.0,,,,
07/25/25 02:05:00,44.922,0.0,,,,
07/25/25 02:10:00,44.922,0.0,,,,
07/25/25 02:15:00,44.742,0.0,,,,
07/25/25 02:20:00,44.742,0.0,,,,
07/25/25 02:25:00,44.742,0.0,,,,
07/25/25 02:30:00,44.742,0.0,,,,
07/25/25 02:35:00,44.560,0.0,,,,
07/25/25 02:40:00,44.560,0.0,,,,
07/25/25 02:45:00,44.560,0.0,,,,
07/25/25 02:50:00,44.560,0.0,,,,
07/25/25 02:55:00,44.560,0.0,,,,
07/25/25 03:00:00,44.560,0.0,,,,
07/25/25 03:05:00,44.560,0.0,,,,
07/25/25 03:10:00,44.379,0.0,,,,
07/25/25 03:15:00,44.379,0.0,,,,
07/25/25 03:20:00,44.379,0.0,,,,
07/25/25 03:25:00,44.379,0.0,,,,
07/25/25 03:30:00,44.379,0.0,,,,
07/25/25 03:35:00,44.195,0.0,,,,
07/25/25 03:40:00,44.195,0.0,,,,
07/25/25 03:45:00,44.195,0.0,,,,
07/25/25 03:50:00,44.195,0.0,,,,
07/25/25 03:55:00,44.195,0.0,,,,
07/25/25 04:00:00,44.195,0.0,,,,
07/25/25 04:05:00,44.013,0.0,,,,
07/25/25 04:10:00,44.013,0.0,,,,
07/25/25 04:15:00,44.013,0.0,,,,
07/25/25 04:20:00,44.013,0.0,,,,
07/25/25 04:25:00,44.013,0.0,,,,
07/25/25 04:30:00,44.013,0.0,,,,
07/25/25 04:35:00,44.013,0.0,,,,
07/25/25 04:40:00,43.831,0.0,,,,
07/25/25 04:45:00,43.831,0.0,,,,
07/25/25 04:50:00,43.831,0.0,,,,
07/25/25 04:55:00,43.831,0.0,,,,
07/25/25 05:00:00,43.831,0.0,,,,
07/25/25 05:05:00,43.831,0.0,,,,
07/25/25 05:10:00,43.831,0.0,,,,
07/25/25 05:15:00,43.648,0.0,,,,
07/25/25 05:20:00,43.648,0.0,,,,
07/25/25 05:25:00,43.648,0.0,,,,
07/25/25 05:30:00,43.648,0.0,,,,
07/25/25 05:35:00,43.648,0.0,,,,
07/25/25 05:40:00,43.648,0.0,,,,
07/25/25 05:45:00,43.648,0.0,,,,
07/25/25 05:50:00,43.648,0.0,,,,
07/25/25 05:55:00,43.466,0.0,,,,
07/25/25 06:00:00,43.466,0.0,,,,
07/25/25 06:05:00,43.466,0.0,,,,
07/25/25 06:10:00,43.466,0.0,,,,
07/25/25 06:15:00,43.466,0.0,,,,
07/25/25 06:20:00,43.466,0.0,,,,
07/25/25 06:25:00,43.466,0.0,,,,
07/25/25 06:30:00,43.466,0.0,,,,
07/25/25 06:35:00,43.466,0.0,,,,
07/25/25 06:40:00,43.466,0.0,,,,
07/25/25 06:45:00,43.466,0.0,,,,
07/25/25 06:50:00,43.282,0.0,,,,
07/25/25 06:55:00,43.282,0.0,,,,
07/25/25 07:00:00,43.282,0.0,,,,
07/25/25 07:05:00,43.282,0.0,,,,
07/25/25 07:10:00,43.282,0.0,,,,
07/25/25 07:15:00,43.282,0.0,,,,
07/25/25 07:20:00,43.282,0.0,,,,
07/25/25 07:25:00,43.282,0.0,,,,
07/25/25 07:30:00,43.282,0.0,,,,
07/25/25 07:35:00,43.282,0.0,,,,
07/25/25 07:40:00,43.282,0.0,,,,
07/25/25 07:45:00,43.282,0.0,,,,
07/25/25 07:50:00,43.282,0.0,,,,
07/25/25 07:55:00,43.282,0.0,,,,
07/25/25 08:00:00,43.282,0.0,,,,
07/25/25 08:05:00,43.282,0.0,,,,
07/25/25 08:10:00,43.282,0.0,,,,
07/25/25 08:15:00,43.282,0.0,,,,
07/25/25 08:20:00,43.282,0.0,,,,
07/25/25 08:25:00,43.282,0.0,,,,
07/25/25 08:30:00,43.282,0.0,,,,
07/25/25 08:35:00,43.466,0.0,,,,
07/25/25 08:40:00,43.282,0.0,,,,
07/25/25 08:45:00,43.466,0.0,,,,
07/25/25 08:50:00,43.466,0.0,,,,
07/25/25 08:55:00,43.466,0.0,,,,
07/25/25 09:00:00,43.466,0.0,,,,
07/25/25 09:05:00,43.466,0.0,,,,
07/25/25 09:10:00,43.466,0.0,,,,
07/25/25 09:15:00,43.466,0.0,,,,
07/25/25 09:20:00,43.466,0.0,,,,
07/25/25 09:25:00,43.648,0.0,,,,
07/25/25 09:30:00,43.648,0.0,,,,
07/25/25 09:35:00,43.648,0.0,,,,
07/25/25 09:40:00,43.648,0.0,,,,
07/25/25 09:45:00,43.831,0.0,,,,
07/25/25 09:50:00,43.831,0.0,,,,
07/25/25 09:55:00,43.831,0.0,,,,
07/25/25 10:00:00,43.831,0.0,,,,
07/25/25 10:05:00,43.831,0.0,,,,
07/25/25 10:10:00,44.013,0.0,,,,
07/25/25 10:15:00,44.013,0.0,,,,
07/25/25 10:20:00,44.195,0.0,,,,
07/25/25 10:25:00,44.195,0.0,,,,
07/25/25 10:30:00,44.379,0.0,,,,
07/25/25 10:35:00,44.379,0.0,,,,
07/25/25 10:40:00,44.379,0.0,,,,
07/25/25 10:45:00,44.560,0.0,,,,
07/25/25 10:50:00,44.560,0.0,,,,
07/25/25 10:55:00,44.742,0.0,,,,
07/25/25 11:00:00,44.742,0.0,,,,
07/25/25 11:05:00,44.922,0.0,,,,
07/25/25 11:10:00,44.922,0.0,,,,
07/25/25 11:15:00,45.104,0.0,,,,
07/25/25 11:20:00,45.104,0.0,,,,
07/25/25 11:25:00,45.286,0.0,,,,
07/25/25 11:30:00,45.466,0.0,,,,
07/25/25 11:35:00,45.466,0.0,,,,
07/25/25 11:40:00,45.648,0.0,,,,
07/25/25 11:45:00,45.648,0.0,,,,
07/25/25 11:50:00,45.828,0.0,,,,
07/25/25 11:55:00,45.828,0.0,,,,
07/25/25 12:00:00,46.008,0.0,,,,
07/25/25 12:05:00,46.188,0.0,,,,
07/25/25 12:10:00,46.188,0.0,,,,
07/25/25 12:15:00,46.369,0.0,,,,
07/25/25 12:20:00,46.369,0.0,,,,
07/25/25 12:25:00,46.548,0.0,,,,
07/25/25 12:30:00,46.548,0.0,,,,
07/25/25 12:35:00,46.728,0.0,,,,
07/25/25 12:40:00,46.728,0.0,,,,
07/25/25 12:45:00,46.908,0.0,,,,
07/25/25 12:50:00,47.088,0.0,,,,
07/25/25 12:55:00,47.088,0.0,,,,
07/25/25 13:00:00,47.266,0.0,,,,
07/25/25 13:05:00,47.266,0.0,,,,
07/25/25 13:10:00,47.446,0.0,,,,
07/25/25 13:15:00,47.624,0.0,,,,
07/25/25 13:20:00,47.624,0.0,,,,
07/25/25 13:25:00,47.802,0.0,,,,
07/25/25 13:30:00,47.802,0.0,,,,
07/25/25 13:35:00,47.982,0.0,,,,
07/25/25 13:40:00,48.160,0.0,,,,
07/25/25 13:45:00,48.160,0.0,,,,
07/25/25 13:50:00,48.339,0.0,,,,
07/25/25 13:55:00,48.339,0.0,,,,
07/25/25 14:00:00,48.517,0.0,,,,
07/25/25 14:05:00,48.695,0.0,,,,
07/25/25 14:10:00,48.695,0.0,,,,
07/25/25 14:15:00,48.871,0.0,,,,
07/25/25 14:20:00,48.871,0.0,,,,
07/25/25 14:25:00,49.050,0.0,,,,
07/25/25 14:30:00,49.050,0.0,,,,
07/25/25 14:35:00,49.228,0.0,,,,
07/25/25 14:40:00,49.228,0.0,,,,
07/25/25 14:45:00,49.404,0.0,,,,
07/25/25 14:50:00,49.404,0.0,,,,
07/25/25 14:55:00,49.582,0.0,,,,
07/25/25 15:00:00,49.582,0.0,,,,
07/25/25 15:05:00,49.759,0.0,,,,
07/25/25 15:10:00,49.759,0.0,,,,
07/25/25 15:15:00,49.759,0.0,,,,
07/25/25 15:20:00,49.937,0.0,,,,
07/25/25 15:25:00,49.937,0.0,,,,
07/25/25 15:30:00,50.113,0.0,,,,
07/25/25 15:35:00,50.113,0.0,,,,
07/25/25 15:40:00,50.113,0.0,,,,
07/25/25 15:45:00,50.290,0.0,,,,
07/25/25 15:50:00,50.290,0.0,,,,
07/25/25 15:55:00,50.290,0.0,,,,
07/25/25 16:00:00,50.290,0.0,,,,
07/25/25 16:05:00,50.290,0.0,,,,
07/25/25 16:10:00,50.290,0.0,,,,
07/25/25 16:15:00,50.290,0.0,,,,
07/25/25 16:20:00,50.290,0.0,,,,
07/25/25 16:25:00,50.290,0.0,,,,
07/25/25 16:30:00,50.290,0.0,,,,
07/25/25 16:35:00,50.290,0.0,,,,
07/25/25 16:40:00,50.290,0.0,,,,
07/25/25 16:45:00,50.290,0.0,,,,
07/25/25 16:50:00,50.290,0.0,,,,
07/25/25 16:55:00,50.290,0.0,,,,
07/25/25 17:00:00,50.290,0.0,,,,
07/25/25 17:05:00,50.466,0.0,,,,
07/25/25 17:10:00,50.466,0.0,,,,
07/25/25 17:15:00,50.466,0.0,,,,
07/25/25 17:20:00,50.466,0.0,,,,
07/25/25 17:25:00,50.466,0.0,,,,
07/25/25 17:30:00,50.466,0.0,,,,
07/25/25 17:35:00,50.643,0.0,,,,
07/25/25 17:40:00,50.643,0.0,,,,
07/25/25 17:45:00,50.643,0.0,,,,
07/25/25 17:50:00,50.643,0.0,,,,
07/25/25 17:55:00,50.643,0.0,,,,
07/25/25 18:00:00,50.643,0.0,,,,
07/25/25 18:05:00,50.643,0.0,,,,
07/25/25 18:10:00,50.643,0.0,,,,
07/25/25 18:15:00,50.643,0.0,,,,
07/25/25 18:20:00,50.819,0.0,,,,
07/25/25 18:25:00,50.819,0.0,,,,
07/25/25 18:30:00,50.819,0.0,,,,
07/25/25 18:35:00,50.819,0.0,,,,
07/25/25 18:40:00,50.819,0.0,,,,
07/25/25 18:45:00,50.819,0.0,,,,
07/25/25 18:50:00,50.819,0.0,,,,
07/25/25 18:55:00,50.819,0.0,,,,
07/25/25 19:00:00,50.819,0.0,,,,
07/25/25 19:05:00,50.819,0.0,,,,
07/25/25 19:10:00,50.643,0.0,,,,
07/25/25 19:15:00,50.643,0.0,,,,
07/25/25 19:20:00,50.643,0.0,,,,
07/25/25 19:25:00,50.643,0.0,,,,
07/25/25 19:30:00,50.466,0.0,,,,
07/25/25 19:35:00,50.466,0.0,,,,
07/25/25 19:40:00,50.290,0.0,,,,
07/25/25 19:45:00,50.290,0.0,,,,
07/25/25 19:50:00,50.113,0.0,,,,
07/25/25 19:55:00,49.937,0.0,,,,
07/25/25 20:00:00,49.937,0.0,,,,
07/25/25 20:05:00,49.759,0.0,,,,
07/25/25 20:10:00,49.582,0.0,,,,
07/25/25 20:15:00,49.404,0.0,,,,
07/25/25 20:20:00,49.228,0.0,,,,
07/25/25 20:25:00,49.228,0.0,,,,
07/25/25 20:30:00,49.050,0.0,,,,
07/25/25 20:35:00,48.871,0.0,,,,
07/25/25 20:40:00,48.871,0.0,,,,
07/25/25 20:45:00,48.695,0.0,,,,
07/25/25 20:50:00,48.695,0.0,,,,
07/25/25 20:55:00,48.517,0.0,,,,
07/25/25 21:00:00,48.517,0.0,,,,
07/25/25 21:05:00,48.339,0.0,,,,
07/25/25 21:10:00,48.339,0.0,,,,
07/25/25 21:15:00,48.339,0.0,,,,
07/25/25 21:20:00,48.160,0.0,,,,
07/25/25 21:25:00,48.160,0.0,,,,
07/25/25 21:30:00,48.160,0.0,,,,
07/25/25 21:35:00,48.160,0.0,,,,
07/25/25 21:40:00,47.982,0.0,,,,
07/25/25 21:45:00,47.982,0.0,,,,
07/25/25 21:50:00,47.982,0.0,,,,
07/25/25 21:55:00,47.982,0.0,,,,
07/25/25 22:00:00,47.982,0.0,,,,
07/25/25 22:05:00,47.982,0.0,,,,
07/25/25 22:10:00,47.982,0.0,,,,
07/25/25 22:15:00,47.982,0.0,,,,
07/25/25 22:20:00,47.982,0.0,,,,
07/25/25 22:25:00,47.982,0.0,,,,
07/25/25 22:30:00,47.982,0.0,,,,
07/25/25 22:35:00,47.982,0.0,,,,
07/25/25 22:40:00,47.982,0.0,,,,
07/25/25 22:45:00,47.982,0.0,,,,
07/25/25 22:50:00,47.982,0.0,,,,
07/25/25 22:55:00,47.982,0.0,,,,
07/25/25 23:00:00,47.982,0.0,,,,
07/25/25 23:05:00,47.802,0.0,,,,
07/25/25 23:10:00,47.802,0.0,,,,
07/25/25 23:15:00,47.802,0.0,,,,
07/25/25 23:20:00,47.802,0.0,,,,
07/25/25 23:25:00,47.802,0.0,,,,
07/25/25 23:30:00,47.802,0.0,,,,
07/25/25 23:35:00,47.802,0.0,,,,
07/25/25 23:40:00,47.802,0.0,,,,
07/25/25 23:45:00,47.802,0.0,,,,
07/25/25 23:50:00,47.624,0.0,,,,
07/25/25 23:55:00,47.624,0.0,,,,
07/26/25 00:00:00,47.624,0.0,,,,
07/26/25 00:05:00,47.624,0.0,,,,
07/26/25 00:10:00,47.624,0.0,,,,
07/26/25 00:15:00,47.446,0.0,,,,
07/26/25 00:20:00,47.446,0.0,,,,
07/26/25 00:25:00,47.446,0.0,,,,
07/26/25 00:30:00,47.446,0.0,,,,
07/26/25 00:35:00,47.266,0.0,,,,
07/26/25 00:40:00,47.266,0.0,,,,
07/26/25 00:45:00,47.266,0.0,,,,
07/26/25 00:50:00,47.266,0.0,,,,
07/26/25 00:55:00,47.266,0.0,,,,
07/26/25 01:00:00,47.088,0.0,,,,
07/26/25 01:05:00,47.088,0.0,,,,
07/26/25 01:10:00,47.088,0.0,,,,
07/26/25 01:15:00,47.088,0.0,,,,
07/26/25 01:20:00,46.908,0.0,,,,
07/26/25 01:25:00,46.908,0.0,,,,
07/26/25 01:30:00,46.908,0.0,,,,
07/26/25 01:35:00,46.728,0.0,,,,
07/26/25 01:40:00,46.728,0.0,,,,
07/26/25 01:45:00,46.728,0.0,,,,
07/26/25 01:50:00,46.548,0.0,,,,
07/26/25 01:55:00,46.548,0.0,,,,
07/26/25 02:00:00,46.548,0.0,,,,
07/26/25 02:05:00,46.369,0.0,,,,
07/26/25 02:10:00,46.369,0.0,,,,
07/26/25 02:15:00,46.369,0.0,,,,
07/26/25 02:20:00,46.188,0.0,,,,
07/26/25 02:25:00,46.188,0.0,,,,
07/26/25 02:30:00,46.188,0.0,,,,
07/26/25 02:35:00,46.008,0.0,,,,
07/26/25 02:40:00,46.008,0.0,,,,
07/26/25 02:45:00,45.828,0.0,,,,
07/26/25 02:50:00,45.828,0.0,,,,
07/26/25 02:55:00,45.828,0.0,,,,
07/26/25 03:00:00,45.648,0.0,,,,
07/26/25 03:05:00,45.648,0.0,,,,
07/26/25 03:10:00,45.466,0.0,,,,
07/26/25 03:15:00,45.466,0.0,,,,
07/26/25 03:20:00,45.466,0.0,,,,
07/26/25 03:25:00,45.286,0.0,,,,
07/26/25 03:30:00,45.286,0.0,,,,
07/26/25 03:35:00,45.104,0.0,,,,
07/26/25 03:40:00,45.104,0.0,,,,
07/26/25 03:45:00,44.922,0.0,,,,
07/26/25 03:50:00,44.922,0.0,,,,
07/26/25 03:55:00,44.922,0.0,,,,
07/26/25 04:00:00,44.742,0.0,,,,
07/26/25 04:05:00,44.742,0.0,,,,
07/26/25 04:10:00,44.742,0.0,,,,
07/26/25 04:15:00,44.560,0.0,,,,
07/26/25 04:20:00,44.560,0.0,,,,
07/26/25 04:25:00,44.379,0.0,,,,
07/26/25 04:30:00,44.379,0.0,,,,
07/26/25 04:35:00,44.379,0.0,,,,
07/26/25 04:40:00,44.195,0.0,,,,
07/26/25 04:45:00,44.195,0.0,,,,
07/26/25 04:50:00,44.013,0.0,,,,
07/26/25 04:55:00,44.013,0.0,,,,
07/26/25 05:00:00,44.013,0.0,,,,
07/26/25 05:05:00,43.831,0.0,,,,
07/26/25 05:10:00,43.831,0.0,,,,
07/26/25 05:15:00,43.831,0.0,,,,
07/26/25 05:20:00,43.648,0.0,,,,
07/26/25 05:25:00,43.648,0.0,,,,
07/26/25 05:30:00,43.648,0.0,,,,
07/26/25 05:35:00,43.466,0.0,,,,
07/26/25 05:40:00,43.466,0.0,,,,
07/26/25 05:45:00,43.466,0.0,,,,
07/26/25 05:50:00,43.466,0.0,,,,
07/26/25 05:55:00,43.282,0.0,,,,
07/26/25 06:00:00,43.282,0.0,,,,
07/26/25 06:05:00,43.282,0.0,,,,
07/26/25 06:10:00,43.099,0.0,,,,
07/26/25 06:15:00,43.099,0.0,,,,
07/26/25 06:20:00,43.099,0.0,,,,
07/26/25 06:25:00,43.099,0.0,,,,
07/26/25 06:30:00,43.099,0.0,,,,
07/26/25 06:35:00,42.915,0.0,,,,
07/26/25 06:40:00,42.915,0.0,,,,
07/26/25 06:45:00,42.915,0.0,,,,
07/26/25 06:50:00,42.915,0.0,,,,
07/26/25 06:55:00,42.732,0.0,,,,
07/26/25 07:00:00,42.732,0.0,,,,
07/26/25 07:05:00,42.732,0.0,,,,
07/26/25 07:10:00,42.732,0.0,,,,
07/26/25 07:15:00,42.732,0.0,,,,
07/26/25 07:20:00,42.732,0.0,,,,
07/26/25 07:25:00,43.466,0.0,,,,
07/26/25 07:30:00,44.195,0.0,,,,
07/26/25 07:35:00,44.922,0.0,,,,
07/26/25 07:40:00,45.466,0.0,,,,
07/26/25 07:45:00,45.648,0.0,,,,
07/26/25 07:50:00,45.828,0.0,,,,
07/26/25 07:55:00,46.008,0.0,,,,
07/26/25 08:00:00,46.369,0.0,,,,
07/26/25 08:05:00,46.728,0.0,,,,
07/26/25 08:10:00,47.088,0.0,,,,
07/26/25 08:15:00,47.446,0.0,,,,
07/26/25 08:20:00,47.624,0.0,,,,
07/26/25 08:25:00,47.982,0.0,,,,
07/26/25 08:30:00,48.339,0.0,,,,
07/26/25 08:35:00,48.695,0.0,,,,
07/26/25 08:40:00,49.050,0.0,,,,
07/26/25 08:45:00,49.404,0.0,,,,
07/26/25 08:50:00,49.582,0.0,,,,
07/26/25 08:55:00,49.937,0.0,,,,
07/26/25 09:00:00,50.466,0.0,,,,
07/26/25 09:05:00,51.523,0.0,,,,
07/26/25 09:10:00,52.401,0.0,,,,
07/26/25 09:15:00,53.100,0.0,,,,
07/26/25 09:20:00,53.973,0.0,,,,
07/26/25 09:25:00,54.842,0.0,,,,
07/26/25 09:30:00,55.364,0.0,,,,
07/26/25 09:35:00,56.057,0.0,,,,
07/26/25 09:40:00,56.923,0.0,,,,
07/26/25 09:45:00,57.614,0.0,,,,
07/26/25 09:50:00,57.441,0.0,,,,
07/26/25 09:55:00,56.230,0.0,,,,
07/26/25 10:00:00,55.189,0.0,,,,
07/26/25 10:05:00,54.842,0.0,,,,
07/26/25 10:10:00,54.842,0.0,,,,
07/26/25 10:15:00,54.842,0.0,,,,
07/26/25 10:20:00,55.017,0.0,,,,
07/26/25 10:25:00,55.017,0.0,,,,
07/26/25 10:30:00,55.364,0.0,,,,
07/26/25 10:35:00,55.711,0.0,,,,
07/26/25 10:40:00,56.404,0.0,,,,
07/26/25 10:45:00,57.441,0.0,,,,
07/26/25 10:50:00,58.303,0.0,,,,
07/26/25 10:55:00,59.164,0.0,,,,
07/26/25 11:00:00,59.851,0.0,,,,
07/26/25 11:05:00,60.368,0.0,,,,
07/26/25 11:10:00,60.712,0.0,,,,
07/26/25 11:15:00,61.054,0.0,,,,
07/26/25 11:20:00,61.227,0.0,,,,
07/26/25 11:25:00,61.569,0.0,,,,
07/26/25 11:30:00,62.083,0.0,,,,
07/26/25 11:35:00,63.455,0.0,,,,
07/26/25 11:40:00,64.825,0.0,,,,
07/26/25 11:45:00,65.851,0.0,,,,
07/26/25 11:50:00,66.708,0.0,,,,
07/26/25 11:55:00,67.392,0.0,,,,
07/26/25 12:00:00,67.906,0.0,,,,
07/26/25 12:05:00,68.421,0.0,,,,
07/26/25 12:10:00,69.107,0.0,,,,
07/26/25 12:15:00,69.793,0.0,,,,
07/26/25 12:20:00,70.308,0.0,,,,
07/26/25 12:25:00,70.995,0.0,,,,
07/26/25 12:30:00,71.856,0.0,,,,
07/26/25 12:35:00,72.372,0.0,,,,
07/26/25 12:40:00,72.891,0.0,,,,
07/26/25 12:45:00,73.407,0.0,,,,
07/26/25 12:50:00,73.926,0.0,,,,
07/26/25 12:55:00,74.446,0.0,,,,
07/26/25 13:00:00,74.446,0.0,,,,
07/26/25 13:05:00,74.098,0.0,,,,
07/26/25 13:10:00,73.753,0.0,,,,
07/26/25 13:15:00,73.407,0.0,,,,
07/26/25 13:20:00,73.062,0.0,,,,
07/26/25 13:25:00,72.718,0.0,,,,
07/26/25 13:30:00,72.545,0.0,,,,
07/26/25 13:35:00,72.199,0.0,,,,
07/26/25 13:40:00,72.199,0.0,,,,
07/26/25 13:45:00,72.028,0.0,,,,
07/26/25 13:50:00,71.856,0.0,,,,
07/26/25 13:55:00,71.683,0.0,,,,
07/26/25 14:00:00,71.683,0.0,,,,
07/26/25 14:05:00,71.683,0.0,,,,
07/26/25 14:10:00,71.512,0.0,,,,
07/26/25 14:15:00,71.512,0.0,,,,
07/26/25 14:20:00,71.512,0.0,,,,
07/26/25 14:25:00,71.339,0.0,,,,
07/26/25 14:30:00,71.339,0.0,,,,
07/26/25 14:35:00,71.339,0.0,,,,
07/26/25 14:40:00,71.339,0.0,,,,
07/26/25 14:45:00,71.339,0.0,,,,
07/26/25 14:50:00,71.339,0.0,,,,
07/26/25 14:55:00,71.339,0.0,,,,
07/26/25 15:00:00,71.339,0.0,,,,
07/26/25 15:05:00,71.339,0.0,,,,
07/26/25 15:10:00,71.168,0.0,,,,
07/26/25 15:15:00,71.168,0.0,,,,
07/26/25 15:20:00,71.168,0.0,,,,
07/26/25 15:25:00,71.339,0.0,,,,
07/26/25 15:30:00,71.168,0.0,,,,
07/26/25 15:35:00,71.168,0.0,,,,
07/26/25 15:40:00,71.168,0.0,,,,
07/26/25 15:45:00,71.168,0.0,,,,
07/26/25 15:50:00,71.168,0.0,,,,
07/26/25 15:55:00,71.339,0.0,,,,
07/26/25 16:00:00,71.339,0.0,,,,
07/26/25 16:05:00,71.339,0.0,,,,
07/26/25 16:10:00,71.339,0.0,,,,
07/26/25 16:15:00,71.339,0.0,,,,
07/26/25 16:20:00,71.339,0.0,,,,
07/26/25 16:25:00,71.339,0.0,,,,
07/26/25 16:30:00,71.339,0.0,,,,
07/26/25 16:35:00,71.339,0.0,,,,
07/26/25 16:40:00,71.339,0.0,,,,
07/26/25 16:45:00,71.339,0.0,,,,
